ID,HIV4_Polarity,VADER_Compound
8915,0.0,0.296
628,-0.11111109876543349,-0.765
1279,0.19999998000000202,-0.6688
5129,0.4999999583333368,-0.5719
8568,0.9999997500000625,-0.34
1742,0.16666665277777895,-0.4767
9121,0.6666666111111158,0.0
9080,-0.7499999062500118,-0.6249
6902,0.14285713265306196,0.6705
7840,0.05882352595155729,0.5413
9464,0.7499999062500118,0.8412
8778,0.09090908264462885,0.4996
11142,0.08333332986111125,-0.5647
7352,-0.16666665277777895,-0.9856
5404,0.0,-0.296
5004,0.39999996000000404,0.8402
10803,0.9999996666667778,-0.5136
1859,0.16666665277777895,-0.5744
7685,0.0,0.1779
6429,0.14285713265306196,0.6705
585,-0.4545454132231443,-0.6652
1598,-0.14285713265306196,-0.9153
724,-0.09999999500000024,-0.7365
12005,0.33333327777778704,0.882
2448,0.599999940000006,0.7469
2167,0.24999996875000394,0.8316
10663,0.4999999375000079,-0.0516
4205,-0.05263157617728546,0.8852
40,0.2857142653061239,-0.8519
2262,0.7999999200000081,0.0772
1120,0.33333327777778704,0.6808
3454,0.33333329629630043,0.9542
2216,0.9999998750000157,0.8908
6391,0.33333322222225925,0.3818
9266,-0.3333333055555579,-0.6956
5904,0.1428571224489825,-0.4404
11206,-0.7777776913580343,-0.8294
2490,-0.7999999200000081,-0.9253
4297,0.11111109876543349,0.0
5259,0.9999996666667778,0.5574
772,0.9999998571428775,0.802
6231,0.4285713673469475,-0.7717
1639,0.99999950000025,0.5994
2865,0.15789472853185638,-0.9032
2238,0.5555554938271674,0.34
12131,0.0,-0.2263
10696,0.9999998571428775,0.9413
4335,0.49999987500003124,-0.743
7022,0.0,-0.4019
12140,-0.09090908264462885,-0.8126
2979,-0.33333329629630043,-0.8225
7781,0.037037035665294975,0.6249
2852,-0.4999999375000079,-0.8986
8146,0.0,-0.9722
5080,0.6666666111111158,0.8126
6210,0.11111109876543349,-0.2023
9470,0.14285713265306196,0.6249
1646,-0.33333322222225925,0.0
6691,0.199999960000008,0.9022
123,0.199999960000008,0.5423
2538,-0.1428571224489825,-0.802
3854,0.07692307100591762,-0.7493
6271,-0.3333333055555579,-0.886
3106,0.2727272479338866,0.4404
4082,0.8333332638888947,0.6771
11311,0.46666663555555765,-0.3182
3014,-0.12499999218750048,0.6908
5645,0.0,0.0
5062,0.0,0.8979
8495,0.33333322222225925,0.0
8768,0.1428571224489825,-0.1027
4570,-0.2857142653061239,-0.3716
4628,0.0,-0.8658
3987,-0.1428571224489825,-0.5994
117,-0.49999987500003124,-0.6369
7626,0.0,-0.1877
9692,-0.24999996875000394,-0.9731
485,0.33333329629630043,-0.2484
6989,-0.4285713673469475,0.296
11383,-0.09090908264462885,0.8957
5694,-0.33333329629630043,-0.8176
1118,0.4444444197530878,0.9169
3986,-0.33333322222225925,-0.7391
5937,0.09090908264462885,0.5716
5901,0.33333329629630043,0.6808
8305,-0.4285713673469475,-0.744
443,0.0,0.0
5879,-0.1304347769376184,-0.9873
10899,-0.07692307100591762,-0.9325
6197,-0.2941176297577865,-0.946
9972,0.7777776913580343,-0.7783
5433,0.6666665555555741,0.8074
11516,-0.09090908264462885,0.7351
11681,0.4444444197530878,-0.8048
3481,-0.4285713673469475,-0.1779
10749,-0.2727272479338866,-0.9485
3651,0.0,-0.5859
11917,0.4999999750000012,0.891
11334,0.23076921301775286,0.8271
10866,0.7499999531250029,0.5994
11819,0.17647057785467188,0.6369
7110,0.1428571224489825,-0.0772
12133,0.33333327777778704,0.8481
3292,-0.9999990000010001,-0.4404
2069,0.39130433081285515,0.9194
6328,-0.5555554938271674,-0.1779
1316,0.6666666111111158,0.9153
11720,0.11111109876543349,0.0571
11548,0.16666665277777895,-0.6076
4193,-0.23076921301775286,-0.6597
10870,-0.09090908264462885,0.5796
1666,0.6666666111111158,0.25
6036,0.0,-0.3584
7301,0.599999940000006,0.664
6891,-0.4285713673469475,-0.8271
12198,0.1428571224489825,-0.6369
8368,-0.99999950000025,-0.4404
11048,-0.199999960000008,-0.8176
8927,0.0,-0.7184
8899,-0.99999950000025,-0.4278
5820,0.4999999375000079,0.0
8364,0.11111109876543349,-0.5423
2685,0.05263157617728546,-0.5448
6387,0.3333333111111126,0.101
1127,0.4999999375000079,0.7351
6437,0.24999998437500096,0.3167
8169,-0.199999960000008,-0.6249
8091,0.199999960000008,-0.8316
11412,0.2727272479338866,0.5927
999,0.6666666111111158,0.9578
4718,0.04347825897920613,-0.9382
10621,0.3043478128544429,-0.2263
7438,0.16666665277777895,-0.1027
818,0.7499999062500118,0.9531
1837,0.24999996875000394,0.743
5831,0.0,-0.34
9081,-0.7499999062500118,-0.6914
7309,-0.24999996875000394,0.5473
9828,0.99999980000004,0.0
12057,0.5714285306122479,0.9136
11320,-0.05263157617728546,-0.5719
9494,0.07692307100591762,-0.802
10476,0.6666665555555741,0.4215
9680,0.0,-0.296
2864,0.0,0.924
8606,0.11764705536332191,0.9373
2682,0.11111109876543349,0.5702
4027,0.04347825897920613,-0.7814
